Customer ID,DOB,Age,Gender,Relationship Status,Address,Tax Resident Country,Profession,Income,KYC,Account Number,ID,Bank,Account Type,Daily Limit,Transaction Date,Transaction Number,Source Account,Destination Account,Amount,Transaction Type,Currency,Transaction Location,Suspicious Flag,Country,City
35783f66-2114-42d6-90ea-1324862f78e1,2000-04-25,74,Female,Married,"76
Hayre Ganj, Kurnool 603125",India,Barista,879262,Verified,GB38UVFH9491845670886,35783f66-2114-42d6-90ea-1324862f78e1,"Sha, Suri and Kumar",Fixed Deposit,419159,2024-05-29,0b36f3cd-0acf-4ba4-8410-30ae56525ce0,GB87BFLA4021639683735,GB57TDTC5587540803513,69249,Debit,INR,Maheshtala,Yes,India,Chandrapur
4d236555-bc50-44ac-baa1-72acac33f644,1956-08-26,67,Female,Single,"H.No. 30
Bora Road, Jaunpur 706777",India,Commercial/residential surveyor,189774,Verified,GB84CHDY2637916860237,4d236555-bc50-44ac-baa1-72acac33f644,Dave LLC,Fixed Deposit,234603,2024-04-10,e64ddd91-8e9b-485e-9b77-0deb6f51ea78,GB98JTRZ3478978443019,GB71ZWDF6334088601641,97137,Credit,INR,Berhampur,Yes,India,Korba
3d798f0b-e6cd-4595-94f0-d65dbd6817b6,1938-08-03,57,Male,Married,"H.No. 74, Garg, Kanpur 590262",India,"Editor, film/video",635271,Verified,GB33CEYG7933236599271,3d798f0b-e6cd-4595-94f0-d65dbd6817b6,"Bal, Vyas and Parmer",Savings,306481,2024-05-23,8e36b82f-3856-4e31-b568-c9c6033c1469,GB89UFVP7851429635460,GB50GBKX3573452405980,96485,Debit,INR,Nagercoil,No,India,Pallavaram
3dd0c866-0649-4ef5-8fb2-de1ea0b976c2,1937-02-20,46,Female,Widowed,"H.No. 562, Sen Ganj, Ajmer 425660",India,Outdoor activities/education manager,376552,Pending,GB67RRZX7091662082982,3dd0c866-0649-4ef5-8fb2-de1ea0b976c2,Narayan and Sons,Fixed Deposit,490473,2024-09-17,05a02c72-f22a-4fc6-bf2d-e8a82d20481a,GB98ZFXZ8216919729904,GB22KZXX6007154273852,96903,Credit,INR,Naihati,Yes,India,Kumbakonam
4f8e3e01-03c8-4104-a480-fdc0f1c58f44,1972-07-28,54,Male,Widowed,"98/40, Rana Chowk, Sambhal-700404",India,Television camera operator,836843,Verified,GB17YJVY3885643195398,4f8e3e01-03c8-4104-a480-fdc0f1c58f44,"Pandit, Gaba and Dua",Fixed Deposit,223360,2024-09-22,d0fce922-95be-463b-8253-dc8cd1f0c570,GB45BSEL5445769620290,GB22OEKA7493186428212,76480,Credit,INR,Dibrugarh,No,India,Raebareli
037d9752-48f3-431c-8fb7-c3bb4408c04c,1965-02-25,53,Male,Single,"H.No. 36
Ahuja Street, Phusro 570869",India,Estate agent,116454,Rejected,GB55LQFV3570393426197,037d9752-48f3-431c-8fb7-c3bb4408c04c,Sengupta PLC,Fixed Deposit,473008,2024-09-11,2a1bc112-3033-4476-b53f-c3dd19b53b7f,GB19OCNU6446595140704,GB25GYMM6609759294506,62592,Debit,INR,Kalyan-Dombivli,No,India,Buxar
01267789-5c6b-4596-98f1-6c91dd6d47e4,1938-12-03,32,Male,Widowed,"H.No. 05, Dass Marg, Vellore-926480",India,"Designer, textile",231473,Verified,GB71EPWU0808625911824,01267789-5c6b-4596-98f1-6c91dd6d47e4,Lal LLC,Current,417214,2024-08-10,ef7dee1a-8476-4f98-825d-e95fc846bf90,GB27OEYO8209280513793,GB85ZOQF5278081850116,80131,Credit,INR,Jehanabad,Yes,India,Thanjavur
5cafa108-832c-4b79-a0c8-e5a0d560e64c,2005-12-04,33,Female,Single,"H.No. 220
Hans Path
Haridwar-460925",India,Careers adviser,528056,Pending,GB38BOLT9449762074361,5cafa108-832c-4b79-a0c8-e5a0d560e64c,Char-Dasgupta,Current,63729,2024-04-20,b0c952af-9db3-4510-a75d-08552d5590c9,GB35UAKO8771086408115,GB55LDPB2840065282222,84401,Debit,INR,Ozhukarai,Yes,India,Karawal Nagar
adae7e45-a036-474b-a34d-7804f5657d00,1962-12-02,46,Female,Single,"H.No. 23
Kara Path
Bidar-592690",India,"Designer, textile",712002,Rejected,GB71AVMW2200580001992,adae7e45-a036-474b-a34d-7804f5657d00,Raghavan Inc,Fixed Deposit,269538,2024-05-16,b6118bd6-553a-473a-afb9-f3a8e9e7e1ba,GB04HELQ3861269516637,GB96MHMH7691448580997,31566,Debit,INR,Thane,Yes,India,Katni
88d3281a-1b4e-4428-a048-3bb2f6d080c4,1997-12-04,24,Male,Divorced,"H.No. 666
Sharma Zila
Nanded-576294",India,Retail manager,217981,Verified,GB80LLEU5780342954604,88d3281a-1b4e-4428-a048-3bb2f6d080c4,"Sankar, Banerjee and Roy",Current,191069,2024-04-27,21d4fb7e-2258-4c89-98cc-f9b4354af1bd,GB90DTLF0696711688222,GB77GFHA8275945164258,43988,Debit,INR,Gandhinagar,Yes,India,Noida
60e9bd79-fe1c-41e5-aa31-e67ae1680205,1959-02-26,78,Male,Single,"12
Ahluwalia Street, Kurnool 492610",India,Administrator,221004,Rejected,GB64LXPK1759473288182,60e9bd79-fe1c-41e5-aa31-e67ae1680205,Ganesan PLC,Savings,264382,2024-07-09,af04ef81-b548-4bf2-b02c-ebbe3544f189,GB34MIAS2627906196538,GB84OBPT1487867423852,40143,Credit,INR,Sirsa,No,India,Coimbatore
f3fa8613-90ed-41f4-a4ab-a3f67a658abe,1963-10-15,29,Female,Widowed,"142
Chandra Path, Howrah 983006",India,"Surveyor, insurance",833780,Verified,GB38YTPW1785510337443,f3fa8613-90ed-41f4-a4ab-a3f67a658abe,Tandon LLC,Fixed Deposit,316851,2024-10-17,92dbd613-4e05-4eea-93d7-284617776c3a,GB61NHXL6234375469216,GB83LQPH5564564174172,45590,Credit,INR,Gaya,No,India,Panchkula
6247b40d-ae5c-4b3d-9c27-50353a8be161,2005-01-20,77,Female,Widowed,"68/473, Vasa Path, Tiruchirappalli-563609",India,Architect,526249,Rejected,GB25CIGX5212503006802,6247b40d-ae5c-4b3d-9c27-50353a8be161,Iyengar Inc,Fixed Deposit,438529,2024-05-26,e583847f-852d-4ee5-8061-fd30d9073286,GB46TNCR2336670636094,GB46ASLW5572981411402,81871,Credit,INR,Nadiad,No,India,Chapra
339fbb69-51cd-4c07-a8f7-8b61f9d2b2de,1964-08-08,82,Male,Married,"71/877, Sha Street
Warangal 461985",India,Facilities manager,575845,Pending,GB60HLPY6070867363477,339fbb69-51cd-4c07-a8f7-8b61f9d2b2de,Kari Group,Savings,198646,2024-04-23,edf6b1e0-ee8f-4e09-9975-5cb97c76a592,GB23EQVC3481025059276,GB57VGNP3260583528899,57390,Credit,INR,Tadipatri,No,India,Aurangabad
70fe3cfc-991a-4513-b69f-e284edc641cd,1936-04-05,80,Female,Widowed,"H.No. 002, Savant Ganj, Moradabad 457325",India,"Surveyor, hydrographic",984199,Rejected,GB45LWOM7571231267835,70fe3cfc-991a-4513-b69f-e284edc641cd,"Batra, Bail and Ravi",Current,158696,2024-01-28,dfb87708-91d2-425a-95e1-9cb6698eecba,GB62ZNRG0287468811970,GB62GNTY5410390985274,14942,Debit,INR,Alwar,Yes,India,Eluru
ed6a1bfc-81be-41f4-bef8-74d76251d74d,1958-08-30,51,Female,Divorced,"599, Bhatnagar Chowk
Raebareli 601692",India,Curator,132633,Rejected,GB03DWNH0446154593880,ed6a1bfc-81be-41f4-bef8-74d76251d74d,Varma-Atwal,Savings,134632,2024-10-12,dcebef56-a31c-436b-859e-bb2ed1cae193,GB78IKEL1986149181927,GB58BQZH5183236397524,94971,Debit,INR,Motihari,No,India,Thrissur
fbcefcd0-5050-432c-9406-2cce773a13fb,1943-03-28,89,Male,Married,"54/501, Atwal
Raipur 438857",India,Chartered public finance accountant,534758,Rejected,GB25QRND1975243640004,fbcefcd0-5050-432c-9406-2cce773a13fb,Munshi LLC,Fixed Deposit,337229,2024-07-24,b55dc442-c884-4666-8c66-1a4949954cf1,GB57HWQE4906649345877,GB34WDNL2803760314122,57866,Debit,INR,Mirzapur,Yes,India,Amravati
481ce3f9-7ff5-401d-bf1c-d31b86ff76d1,1953-06-18,73,Female,Single,"853, Dora Ganj, Barasat-284802",India,"Exhibitions officer, museum/gallery",960495,Verified,GB43XNWF3829238407306,481ce3f9-7ff5-401d-bf1c-d31b86ff76d1,Raj PLC,Savings,253373,2024-03-07,1a608f0d-7e41-42ad-86b0-915a8880f9fd,GB30ECRA1036746564129,GB06HXGB0817372984092,46532,Credit,INR,Ambarnath,No,India,Orai
2234c40f-40e5-48fa-b033-5368a443a737,1935-07-02,43,Female,Married,"47
Soman Street, Bathinda-966968",India,Hydrogeologist,807350,Rejected,GB21YSHG6348282988875,2234c40f-40e5-48fa-b033-5368a443a737,Sant-Mitra,Fixed Deposit,289184,2024-10-11,bac114b5-ca19-45a8-8d5a-2ad386d77094,GB26GIOW1039140329259,GB84ZIAV0092436755196,15617,Debit,INR,Malegaon,Yes,India,Hindupur
bd05bc2c-5a50-4a98-85c5-5e39881d0ee1,1949-02-01,67,Male,Widowed,"272
Tiwari
Dharmavaram-006902",India,Retail buyer,189357,Pending,GB28NJKU9305254779541,bd05bc2c-5a50-4a98-85c5-5e39881d0ee1,Dutta-Chokshi,Savings,318660,2024-03-22,72a2761a-9ba6-4e98-a791-40e0b6fece9a,GB34NVFT6219127416441,GB50ULQR1009021667052,11651,Debit,INR,Adoni,Yes,India,Nashik
eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,1999-09-28,24,Female,Divorced,"46/68, Sehgal Nagar, Kishanganj-392197",India,Holiday representative,380883,Pending,GB92IGMV0081042282150,eb6b96ec-ea3a-4bf3-a994-6c6d3590a2e5,"Naik, Dhillon and Narayanan",Current,353227,2024-08-23,40fd8aaa-3504-426c-9f7e-07d3160d0b9e,GB39OKVP7881157668786,GB15QCHE6852122069118,35576,Credit,INR,Nagercoil,Yes,India,Rewa
be725448-51b5-4b77-909e-1abb976ae5fb,1982-09-29,77,Male,Widowed,"06/55, Amble Circle, Ramgarh 715693",India,Sports administrator,125469,Pending,GB60QQDB9505254776037,be725448-51b5-4b77-909e-1abb976ae5fb,"Padmanabhan, Dyal and Bassi",Fixed Deposit,449090,2024-08-19,eda04e30-ff74-4d1c-a893-6bd386a29efb,GB83FMWJ9730799297595,GB26NSYU2866356433438,77459,Debit,INR,Sirsa,Yes,India,Khora 
257ea412-a215-4489-9fbd-4b9f56756682,1957-05-14,36,Female,Single,"91/77, Golla Ganj, Mahbubnagar 187346",India,Government social research officer,636604,Pending,GB06GLNK0033928714847,257ea412-a215-4489-9fbd-4b9f56756682,Murthy-Rajan,Current,78548,2024-09-28,55ab42c5-0f08-402e-a47e-3d101d72e0fe,GB61FYIT8748675311180,GB87VSQK9193001419629,80600,Credit,INR,Alwar,Yes,India,Kozhikode
f3807543-9722-4f90-af07-3516e8a14cd3,1950-05-11,34,Female,Divorced,"42
Madan
Vijayawada-623905",India,Soil scientist,790477,Verified,GB57PVEY4194930239062,f3807543-9722-4f90-af07-3516e8a14cd3,Sundaram PLC,Savings,71529,2024-06-07,2ca5f0cb-ab78-44ee-b851-27f1f317930e,GB71OKVO3431574589434,GB25RMCF6191827264832,97370,Debit,INR,Bilaspur,No,India,Khammam
582592e1-0d1f-40ad-830a-2393604c83ca,1994-09-04,67,Female,Widowed,"89/204, Sawhney, Bhagalpur-361186",India,Community development worker,631332,Verified,GB49VOXU2033319661838,582592e1-0d1f-40ad-830a-2393604c83ca,Kamdar Group,Fixed Deposit,97635,2024-03-01,21566d5e-8361-4006-9981-f0d4dbf9a793,GB48TGRS8969647905530,GB85GOGQ3023771944654,88430,Credit,INR,Srikakulam,Yes,India,Mehsana
a7713b3c-9f11-4a42-9cd3-a7955edd9aae,1940-04-22,35,Male,Married,"H.No. 742, Prabhakar Circle, Bhiwandi-515334",India,"Scientist, research (life sciences)",831189,Verified,GB47NUXX6602714283975,a7713b3c-9f11-4a42-9cd3-a7955edd9aae,Dixit PLC,Current,275124,2024-03-24,2864120e-f118-4c10-9de4-ead3362b5eea,GB76EORN2047915117380,GB81AWVZ9174948623198,21452,Credit,INR,Latur,No,India,Kamarhati
acc08d98-99df-42f5-b4fb-f35024bf2792,1989-11-04,36,Male,Married,"H.No. 141, Sidhu Road
Adoni-012705",India,Learning mentor,366274,Rejected,GB93UNMA4331923837504,acc08d98-99df-42f5-b4fb-f35024bf2792,Venkataraman-Dayal,Current,422667,2024-04-14,fcfd3246-8884-481d-a7e1-572891c9992f,GB74MGJD7434415270670,GB05UYYJ8967998320416,93293,Debit,INR,Davanagere,No,India,Chittoor
21f94354-6776-4b37-83f0-7d7c43c5f2d3,1978-04-17,52,Male,Single,"541, Sarin Nagar
North Dumdum-562135",India,Public house manager,562848,Rejected,GB51FVLN6659118721086,21f94354-6776-4b37-83f0-7d7c43c5f2d3,"Srinivasan, Khanna and Ramaswamy",Savings,384008,2024-08-14,d7461872-ace1-4685-8eaa-73e96bfed001,GB63JTFJ4818502015573,GB57HLVS7482760101534,71904,Debit,INR,Orai,Yes,India,Tiruchirappalli
49e78dcc-9dd3-49c3-8b75-471e1a340ed5,1987-11-30,49,Male,Divorced,"22, Kuruvilla Chowk
Gandhidham 860114",India,Charity fundraiser,760948,Rejected,GB64YMGI6379885260969,49e78dcc-9dd3-49c3-8b75-471e1a340ed5,Mander LLC,Savings,319020,2024-04-08,bcccc53a-c36a-4162-9a59-5d3ea0fe9e1b,GB45OXWI5422375057943,GB31ADOX8236958207677,48700,Debit,INR,Davanagere,No,India,Jabalpur
a8e19b83-21ab-4e3d-bdf4-ff097d87d793,1940-04-06,84,Male,Married,"160
Sood Circle, Delhi-946784",India,Bonds trader,140777,Verified,GB42CLMU6634768064726,a8e19b83-21ab-4e3d-bdf4-ff097d87d793,"Sankar, Rana and Mittal",Current,296250,2024-06-20,e9daa8ed-d161-487f-ab32-976c4dd6862a,GB96SUYF5067741353609,GB10KEFP1129032086624,52516,Credit,INR,Bijapur,No,India,Kozhikode
e56b3b1d-e54e-4a17-a868-c76b7a94f483,1941-08-22,32,Female,Widowed,"44/609
Narula Road, Jabalpur-437483",India,Multimedia programmer,171348,Pending,GB33NBBZ1504400090292,e56b3b1d-e54e-4a17-a868-c76b7a94f483,Bumb-Dewan,Savings,60600,2024-10-24,1a0408e7-cbab-45d7-a28c-77158f8ac4cd,GB67CWCT1317611778281,GB50ELXN8218083165858,92086,Debit,INR,Aizawl,No,India,Buxar
9ade0a94-2709-483a-976f-9018b18646ce,1963-06-06,64,Female,Married,"50/00
Kurian Street, Durgapur 177244",India,Corporate treasurer,142810,Pending,GB77FVLX5318724531935,9ade0a94-2709-483a-976f-9018b18646ce,Chauhan-Maharaj,Current,456161,2024-10-18,083087b4-5b5e-4a1f-8eac-e752634ad5b9,GB26UKHM0684240415604,GB33HUYW2458127399916,37876,Debit,INR,Rampur,Yes,India,Ludhiana
54536cba-289f-48b4-9b56-6e06cc800b04,1946-05-31,69,Male,Divorced,"H.No. 837, Sengupta Circle
Sri Ganganagar-106527",India,Estate agent,857455,Verified,GB33VXUZ6903976622667,54536cba-289f-48b4-9b56-6e06cc800b04,"Kala, Krishnan and Bhatnagar",Savings,417559,2024-10-19,4d01cc36-0091-4b3d-918b-55fde8968a9f,GB41XFDE4264865867714,GB03TKII4698078836460,3325,Credit,INR,Miryalaguda,Yes,India,Alwar
07814bf4-0683-48e1-8fb9-9a06b6649e79,1969-11-01,67,Male,Single,"78/79
Bakshi Street, Bhagalpur 613129",India,Professor Emeritus,759425,Rejected,GB28EPKO2747583058468,07814bf4-0683-48e1-8fb9-9a06b6649e79,"Char, Mohanty and Dayal",Savings,314192,2024-02-13,31cef544-5707-476c-af13-7c9710587f45,GB05BAPP1980279294145,GB24EOLB5119144952076,53531,Debit,INR,Mysore,Yes,India,Shimoga
ab5c3122-6e93-4338-bc7e-8bd2f19348ca,1969-10-31,66,Male,Widowed,"634
Devan Zila
Pondicherry-475327",India,Conference centre manager,839134,Rejected,GB36KZHP2189975215245,ab5c3122-6e93-4338-bc7e-8bd2f19348ca,"Dada, Chowdhury and Radhakrishnan",Fixed Deposit,218852,2024-08-26,c317310d-db21-41c5-9551-d5e34f47bc94,GB88AGVU4228273184106,GB62XCMO7220121691419,76601,Debit,INR,Bellary,No,India,Sambhal
73de1a9e-87f3-4a2b-ac0e-b235e6effcd1,1985-02-25,61,Female,Single,"H.No. 22
Kakar Zila
Sirsa-586470",India,Counselling psychologist,466102,Verified,GB38FPHH1276153152339,73de1a9e-87f3-4a2b-ac0e-b235e6effcd1,"Murty, Taneja and Oza",Current,359192,2024-11-01,811a1a6c-e6c2-4011-bb2f-84a1db45d35d,GB88VIYJ0992438814721,GB66BOQQ8998665953572,68609,Credit,INR,Ongole,No,India,Mumbai
04cb4dad-d98e-4ec6-8fde-ab3c158423a5,1996-01-30,32,Female,Divorced,"H.No. 31
Karpe Nagar
Karimnagar 895636",India,Archaeologist,725304,Rejected,GB85XHSA7062319254475,04cb4dad-d98e-4ec6-8fde-ab3c158423a5,"Sachdev, Swaminathan and Narayan",Current,474131,2024-03-24,ca968927-7194-4669-8dea-a29bdebec758,GB55RKMV5640374662273,GB75FTGC4882927173621,7630,Debit,INR,Mysore,No,India,Gudivada
35b996bd-901d-469d-a5ab-34772328d866,1981-01-08,64,Male,Married,"72, Vig Path
Medininagar 997941",India,Counselling psychologist,538691,Rejected,GB71DXGW2244527581160,35b996bd-901d-469d-a5ab-34772328d866,Gulati LLC,Fixed Deposit,278171,2024-10-04,6d6fee53-ed1a-4748-94b5-8fb5cd656a21,GB02SDKC7974360552184,GB50OAZZ9228957164740,53515,Debit,INR,Sirsa,Yes,India,Mira-Bhayandar
545dfd16-4cf2-4732-9190-78b1ce8af4d8,1955-08-07,37,Male,Married,"H.No. 952
Bala Marg, Mangalore-168782",India,Petroleum engineer,961295,Verified,GB67KEWR5921131373065,545dfd16-4cf2-4732-9190-78b1ce8af4d8,Pant-Krishnan,Fixed Deposit,282220,2024-10-12,09d31730-f2ef-4d45-b86f-1d33bfe19e5a,GB29JONH7089653954224,GB52GZDL6244926012661,10575,Credit,INR,Jorhat,Yes,India,Thrissur
fc34ed28-73e4-4678-be0d-894c52f29d2c,1974-08-02,30,Female,Married,"99/07, Kala Road
Kumbakonam-009327",India,"Engineer, communications",646290,Pending,GB32JSXS1258095483940,fc34ed28-73e4-4678-be0d-894c52f29d2c,"Sachar, Pandya and Bobal",Current,222344,2024-10-29,d219c778-5891-4706-843b-5096d39e4b11,GB07DJSE5009606369740,GB50FWSO8100126692381,4407,Debit,INR,Singrauli,Yes,India,Ichalkaranji
06bba00e-615a-4c4a-979d-92bc2bd11b15,1982-10-19,71,Female,Single,"30/67
Batta Circle
Sonipat-293303",India,Communications engineer,407927,Verified,GB58YKKX4229640619726,06bba00e-615a-4c4a-979d-92bc2bd11b15,Rout Group,Savings,117495,2024-06-24,b051460d-9f78-441e-a237-056f714bb95e,GB80LBUT8338673918122,GB76JAKD2989286405208,28833,Credit,INR,Pudukkottai,No,India,Erode
0f5a3f57-c637-471a-af98-62dadc8848ba,1988-09-18,52,Male,Single,"14/754
Lanka Nagar
Secunderabad-353333",India,Multimedia specialist,227589,Pending,GB88RIVF5608086143841,0f5a3f57-c637-471a-af98-62dadc8848ba,Tella Group,Current,403421,2024-06-22,1f35740e-cc29-46f5-a5bc-36a32df19dfb,GB52JXZX4274389317356,GB93IKDZ2758217675947,18975,Debit,INR,Ranchi,No,India,Amritsar
1171c294-2d71-4023-97ec-1a4076ad98ba,1989-07-19,68,Female,Married,"16/948
Bawa Nagar
Haridwar-332118",India,Trade union research officer,252478,Verified,GB54JLPQ3629925205218,1171c294-2d71-4023-97ec-1a4076ad98ba,Kota-Chaudry,Current,435206,2024-08-21,1a9af2a3-ec6b-4ea2-b856-a0c38fda05f0,GB07XVPQ9745913064853,GB22SKIX1720174547055,84140,Debit,INR,Nagercoil,No,India,Secunderabad
600cea03-b7d5-4dce-b2aa-aaf0e8ebbae2,1948-07-22,68,Female,Divorced,"08/15
Saraf Nagar, Tiruchirappalli 084353",India,Systems analyst,186882,Rejected,GB79YHVN5401746327020,600cea03-b7d5-4dce-b2aa-aaf0e8ebbae2,Bawa Inc,Current,243886,2024-08-29,39e65a53-dd59-495f-b974-5c90aaf5cc09,GB21PIJS5857980323312,GB71DBTR1996776098583,17111,Credit,INR,Begusarai,No,India,Rewa
0cdff20e-c1e7-4ade-858e-8dfb98468947,1967-04-18,90,Male,Divorced,"H.No. 84
Murthy Zila
Kottayam-771945",India,Camera operator,851007,Rejected,GB03NKXA1591839000471,0cdff20e-c1e7-4ade-858e-8dfb98468947,"Bahri, Tata and Khalsa",Savings,193835,2024-09-26,ebfc2aa5-c8c7-4955-8d27-653e83c39b81,GB41IGXM9774509994151,GB21EMOI5493287747112,72954,Credit,INR,Chandrapur,No,India,Thoothukudi
ab9873c4-6246-4e0a-8e99-20ec5c273f31,1958-10-07,54,Female,Married,"84/54, Nagarajan, Karnal-792594",India,"Geneticist, molecular",614980,Pending,GB12AOFH5310676905007,ab9873c4-6246-4e0a-8e99-20ec5c273f31,Kala-Goda,Current,293905,2024-02-02,8fdd2315-6676-44ce-bcea-20e0c497449d,GB69BIDE0046894157954,GB90KHBX8378065083183,4447,Debit,INR,Jalgaon,Yes,India,Aurangabad
6efa9a18-7e6f-4581-8a69-93de7e10b884,1946-12-23,51,Female,Married,"H.No. 45, Karnik Road
Kolkata-129592",India,Advertising account executive,143598,Verified,GB15ZRFS2122826605459,6efa9a18-7e6f-4581-8a69-93de7e10b884,Khalsa PLC,Savings,55240,2024-04-25,16167a2f-57a4-4b99-9e0a-3abdc50613ab,GB70SVVL5163594238292,GB44QZDK9989192547472,52267,Debit,INR,Karimnagar,Yes,India,Ratlam
ca82007f-db0b-421f-826a-fb9c2653b39e,1946-12-13,75,Female,Single,"H.No. 45
Sachdev Street
Kollam 979693",India,Accommodation manager,483332,Rejected,GB76EAON9106493609369,ca82007f-db0b-421f-826a-fb9c2653b39e,Tak-Sandal,Savings,261431,2024-10-18,2ad735da-2d11-4499-8f5a-41c70fa0ab35,GB25KDQT7296324075758,GB10YHJS0724350496303,80338,Credit,INR,Guntur,No,India,Gangtok
c55752ec-3315-400d-8dc1-18edcd492f0c,1943-01-04,67,Female,Single,"79/209
Sampath Marg, Tirupati-474693",India,"Psychologist, counselling",947125,Verified,GB44GWFP7063846144223,c55752ec-3315-400d-8dc1-18edcd492f0c,De-Gade,Fixed Deposit,231982,2024-03-06,28c04ddb-cc95-46b3-97cd-20ac93b21689,GB89BDEI9442049516459,GB54RQUI1880056975931,56238,Debit,INR,Gwalior,Yes,India,Bongaigaon
